ModChr,ModStart,ModEnd,Strand,ModID,ModType,Motif score,Support Num,Cell/Tissue,Seq Type,Transcript ID Num,Conserved Sites Num,snoRNA List,Writer Name
chr16,55498334,55498335,+,ac4C_site_693,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr19,55401681,55401682,-,ac4C_site_1054,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr5,55345177,55345178,+,ac4C_site_1483,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr1,54850914,54850915,-,ac4C_site_94,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr2,54655960,54655961,+,ac4C_site_1093,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr2,54647182,54647183,+,ac4C_site_1092,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr2,54629236,54629237,+,ac4C_site_1091,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr2,54628233,54628234,+,ac4C_site_1090,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr1,54243293,54243294,-,ac4C_site_92,ac4C,noScore,1,H1,ac4C-seq,14,0,na,na
chr19,54201166,54201167,+,ac4C_site_1050,ac4C,noScore,1,H1,ac4C-seq,13,0,na,na
chr1,54200230,54200231,+,ac4C_site_90,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr19,54105973,54105974,+,ac4C_site_1048,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr3,53891770,53891771,-,ac4C_site_1376,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr2,53797559,53797560,+,ac4C_site_1089,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr12,53455486,53455487,+,ac4C_site_423,ac4C,noScore,1,H1,ac4C-seq,18,0,na,na
chr19,53442321,53442322,+,ac4C_site_1047,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr3,53234302,53234303,-,ac4C_site_1375,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr12,53040427,53040428,+,ac4C_site_421,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr12,52900623,52900624,-,ac4C_site_420,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr14,52707275,52707276,+,ac4C_site_545,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr15,52548567,52548568,-,ac4C_site_601,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr3,52491966,52491967,+,ac4C_site_1372,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr19,52300433,52300434,+,ac4C_site_1046,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr10,51697893,51697894,-,ac4C_site_208,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr3,51393205,51393206,+,ac4C_site_1371,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr3,51388905,51388906,+,ac4C_site_1370,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr14,51254469,51254470,+,ac4C_site_544,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr17,51154279,51154280,+,ac4C_site_822,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr20,50958456,50958457,-,ac4C_site_1226,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr19,50798193,50798194,-,ac4C_site_1043,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr19,50797928,50797929,-,ac4C_site_1042,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr16,50368896,50368897,-,ac4C_site_692,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr15,50356984,50356985,+,ac4C_site_598,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr12,50222379,50222380,-,ac4C_site_417,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr12,50167213,50167214,-,ac4C_site_416,ac4C,noScore,1,H1,ac4C-seq,15,0,na,na
chr17,50149262,50149263,-,ac4C_site_817,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr20,50128120,50128121,-,ac4C_site_1224,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr12,50086839,50086840,+,ac4C_site_415,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr3,50075322,50075323,+,ac4C_site_1369,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr3,49968237,49968238,+,ac4C_site_1368,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr20,49945391,49945392,+,ac4C_site_1223,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr20,49941663,49941664,+,ac4C_site_1222,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr14,49893264,49893265,+,ac4C_site_543,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr19,49857038,49857039,+,ac4C_site_1036,ac4C,noScore,1,H1,ac4C-seq,13,0,na,na
chr18,49814195,49814196,+,ac4C_site_888,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr18,49783909,49783910,-,ac4C_site_887,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr17,49764066,49764067,-,ac4C_site_816,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr14,49620899,49620900,+,ac4C_site_541,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr12,49566139,49566140,-,ac4C_site_413,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr19,49560640,49560641,-,ac4C_site_1034,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr19,49342574,49342575,-,ac4C_site_1033,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr12,49265154,49265155,+,ac4C_site_412,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr12,49189002,49189003,-,ac4C_site_411,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr12,49188983,49188984,-,ac4C_site_410,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr12,49186333,49186334,-,ac4C_site_409,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr20,49124582,49124583,-,ac4C_site_1221,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr3,49100056,49100057,-,ac4C_site_1364,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr3,49057472,49057473,-,ac4C_site_1363,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr19,48960828,48960829,+,ac4C_site_1032,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr3,48688366,48688367,-,ac4C_site_1361,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr3,48269508,48269509,+,ac4C_site_1359,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr19,48165616,48165617,-,ac4C_site_1030,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr19,48165596,48165597,-,ac4C_site_1029,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr19,48150150,48150151,-,ac4C_site_1028,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr17,48100788,48100789,-,ac4C_site_815,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr17,48051564,48051565,+,ac4C_site_814,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr12,47966143,47966144,+,ac4C_site_403,ac4C,noScore,1,H1,ac4C-seq,18,0,na,na
chr3,47827346,47827347,+,ac4C_site_1357,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr11,47819417,47819418,-,ac4C_site_284,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr11,47579297,47579298,+,ac4C_site_282,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr11,47571508,47571509,+,ac4C_site_281,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr6,47533649,47533650,+,ac4C_site_1597,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr11,47471858,47471859,-,ac4C_site_279,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr3,47410440,47410441,+,ac4C_site_1355,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr2,47403213,47403214,+,ac4C_site_1087,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr20,47246274,47246275,-,ac4C_site_1220,ac4C,noScore,1,H1,ac4C-seq,18,0,na,na
chr11,47180287,47180288,-,ac4C_site_277,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr19,47130989,47130990,+,ac4C_site_1027,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr17,47120988,47120989,-,ac4C_site_811,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr19,46730800,46730801,-,ac4C_site_1024,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr2,46576228,46576229,+,ac4C_site_1085,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr19,46411832,46411833,-,ac4C_site_1022,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr19,46411661,46411662,-,ac4C_site_1021,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr19,46390430,46390431,+,ac4C_site_1019,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr11,46381751,46381752,+,ac4C_site_273,ac4C,noScore,1,H1,ac4C-seq,13,0,na,na
chr1,46303812,46303813,+,ac4C_site_88,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr21,46286972,46286973,+,ac4C_site_1261,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr12,46188991,46188992,-,ac4C_site_402,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr18,46088137,46088138,-,ac4C_site_885,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr20,46063623,46063624,-,ac4C_site_1219,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr10,45972658,45972659,+,ac4C_site_207,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr10,45972282,45972283,-,ac4C_site_206,ac4C,noScore,1,H1,ac4C-seq,0,0,na,na
chr13,45969831,45969832,-,ac4C_site_502,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr20,45841375,45841376,+,ac4C_site_1217,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr1,45569227,45569228,+,ac4C_site_85,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr1,45334451,45334452,-,ac4C_site_84,ac4C,noScore,1,H1,ac4C-seq,32,0,na,na
chr14,45246767,45246768,-,ac4C_site_540,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr7,44985203,44985204,-,ac4C_site_1655,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr17,44886723,44886724,-,ac4C_site_809,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr19,44846384,44846385,+,ac4C_site_1014,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr3,44827489,44827490,+,ac4C_site_1351,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr3,44753536,44753537,-,ac4C_site_1350,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr1,44739943,44739944,+,ac4C_site_82,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr15,44715455,44715456,+,ac4C_site_596,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr1,44645045,44645046,+,ac4C_site_80,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr20,44614548,44614549,+,ac4C_site_1215,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr10,44375979,44375980,-,ac4C_site_205,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr17,44210369,44210370,-,ac4C_site_807,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr17,44207337,44207338,-,ac4C_site_806,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr17,44196065,44196066,-,ac4C_site_805,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr17,44194819,44194820,-,ac4C_site_804,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr7,44057854,44057855,+,ac4C_site_1650,ac4C,noScore,1,H1,ac4C-seq,20,0,na,na
chr1,43977158,43977159,+,ac4C_site_79,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr2,43899252,43899253,-,ac4C_site_1084,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr21,43791428,43791429,+,ac4C_site_1259,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr1,43704321,43704322,+,ac4C_site_77,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr21,43684592,43684593,+,ac4C_site_1257,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr20,43594791,43594792,+,ac4C_site_1213,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr5,43298011,43298012,-,ac4C_site_1482,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr17,43211089,43211090,+,ac4C_site_802,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr17,43166267,43166268,-,ac4C_site_801,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr6,43159941,43159942,+,ac4C_site_1596,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr17,43029190,43029191,+,ac4C_site_800,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr17,43025400,43025401,+,ac4C_site_799,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr1,42929735,42929736,-,ac4C_site_75,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr17,42820822,42820823,-,ac4C_site_798,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr17,42798566,42798567,-,ac4C_site_797,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr22,42603068,42603069,-,ac4C_site_1317,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr19,42387160,42387161,-,ac4C_site_1009,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr19,41959260,41959261,-,ac4C_site_1007,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr17,41913853,41913854,-,ac4C_site_795,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr6,41789274,41789275,+,ac4C_site_1595,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr6,41638517,41638518,+,ac4C_site_1594,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr15,41578023,41578024,+,ac4C_site_593,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr20,41514931,41514932,-,ac4C_site_1212,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr15,41349153,41349154,+,ac4C_site_592,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr19,41302736,41302737,+,ac4C_site_1005,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr19,41262923,41262924,+,ac4C_site_1004,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr22,41209699,41209700,+,ac4C_site_1312,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr19,41207265,41207266,+,ac4C_site_1003,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr19,41197794,41197795,+,ac4C_site_1002,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr22,40951447,40951448,+,ac4C_site_1311,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr15,40844318,40844319,-,ac4C_site_591,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr15,40844317,40844318,-,ac4C_site_590,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr22,40829658,40829659,-,ac4C_site_1310,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr13,40810061,40810062,+,ac4C_site_500,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr19,40800547,40800548,+,ac4C_site_1001,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr1,40489604,40489605,+,ac4C_site_73,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr17,40457312,40457313,+,ac4C_site_793,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr17,40412862,40412863,-,ac4C_site_792,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr22,40404612,40404613,+,ac4C_site_1308,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr22,40361304,40361305,+,ac4C_site_1307,ac4C,noScore,1,H1,ac4C-seq,14,0,na,na
chr19,39974324,39974325,+,ac4C_site_1000,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr19,39840451,39840452,-,ac4C_site_999,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr15,39800318,39800319,-,ac4C_site_586,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr4,39698383,39698384,+,ac4C_site_1454,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr22,39529299,39529300,-,ac4C_site_1306,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr19,39489908,39489909,+,ac4C_site_998,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr4,39458910,39458911,-,ac4C_site_1453,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr1,39435753,39435754,+,ac4C_site_70,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr3,39408157,39408158,+,ac4C_site_1349,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr3,39396740,39396741,+,ac4C_site_1348,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr21,39390831,39390832,+,ac4C_site_1256,ac4C,noScore,1,H1,ac4C-seq,19,0,na,na
chr21,39387836,39387837,+,ac4C_site_1255,ac4C,noScore,1,H1,ac4C-seq,19,0,na,na
chr1,39385727,39385728,+,ac4C_site_68,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr1,39353013,39353014,+,ac4C_site_67,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr21,39347465,39347466,-,ac4C_site_1254,ac4C,noScore,1,H1,ac4C-seq,18,0,na,na
chr21,39343139,39343140,-,ac4C_site_1253,ac4C,noScore,1,H1,ac4C-seq,16,0,na,na
chr4,39323401,39323402,-,ac4C_site_1452,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr14,39175368,39175369,+,ac4C_site_539,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr2,38751244,38751245,-,ac4C_site_1083,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr2,38748630,38748631,-,ac4C_site_1082,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr22,38487900,38487901,-,ac4C_site_1304,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr15,38473574,38473575,+,ac4C_site_585,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr8,38105719,38105720,+,ac4C_site_1719,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr1,37990025,37990026,-,ac4C_site_66,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr22,37874387,37874388,+,ac4C_site_1301,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr22,37850058,37850059,+,ac4C_site_1300,ac4C,noScore,1,H1,ac4C-seq,11,0,na,na
chr22,37758124,37758125,+,ac4C_site_1299,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr9,37592494,37592495,-,ac4C_site_1758,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr1,37562151,37562152,+,ac4C_site_65,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr20,37503827,37503828,-,ac4C_site_1211,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr3,37324680,37324681,+,ac4C_site_1346,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr20,37184254,37184255,+,ac4C_site_1210,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr3,37063769,37063770,-,ac4C_site_1344,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr20,36609680,36609681,+,ac4C_site_1209,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr6,36602440,36602441,+,ac4C_site_1592,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr2,36578754,36578755,-,ac4C_site_1081,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr6,36524454,36524455,-,ac4C_site_1590,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr22,36523908,36523909,-,ac4C_site_1293,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr22,36520601,36520602,-,ac4C_site_1292,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr22,36480756,36480757,-,ac4C_site_1291,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr19,36326523,36326524,-,ac4C_site_997,ac4C,noScore,1,H1,ac4C-seq,8,0,na,na
chr1,36303977,36303978,+,ac4C_site_63,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr1,36303804,36303805,+,ac4C_site_62,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr22,36300881,36300882,-,ac4C_site_1289,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr19,36237523,36237524,+,ac4C_site_996,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr19,36236791,36236792,+,ac4C_site_995,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr19,36142922,36142923,+,ac4C_site_994,ac4C,noScore,1,H1,ac4C-seq,15,0,na,na
chr19,36115553,36115554,+,ac4C_site_993,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr19,36114993,36114994,-,ac4C_site_992,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr1,35769886,35769887,-,ac4C_site_61,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr9,35733104,35733105,+,ac4C_site_1756,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr6,35688849,35688850,-,ac4C_site_1589,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr1,35641503,35641504,-,ac4C_site_60,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr18,35497822,35497823,-,ac4C_site_883,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr6,35319921,35319922,+,ac4C_site_1588,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr19,35277339,35277340,+,ac4C_site_991,ac4C,noScore,1,H1,ac4C-seq,12,0,na,na
chr1,35190793,35190794,-,ac4C_site_59,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr9,35100017,35100018,-,ac4C_site_1755,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr9,35060717,35060718,-,ac4C_site_1754,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr17,34962511,34962512,+,ac4C_site_788,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr1,34855820,34855821,-,ac4C_site_57,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr9,34637268,34637269,-,ac4C_site_1753,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr19,34399261,34399262,+,ac4C_site_990,ac4C,noScore,1,H1,ac4C-seq,10,0,na,na
chr20,34280381,34280382,-,ac4C_site_1205,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr6,34244855,34244856,+,ac4C_site_1586,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr11,34086141,34086142,+,ac4C_site_271,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr6,33711664,33711665,-,ac4C_site_1585,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr2,33585281,33585282,-,ac4C_site_1080,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr8,33503818,33503819,-,ac4C_site_1717,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr6,33404950,33404951,+,ac4C_site_1583,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr9,33294803,33294804,+,ac4C_site_1752,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr3,33132688,33132689,+,ac4C_site_1343,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr3,33124535,33124536,+,ac4C_site_1342,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr9,33037028,33037029,+,ac4C_site_1751,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr9,33026974,33026975,+,ac4C_site_1750,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr1,33018737,33018738,-,ac4C_site_54,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr11,32934858,32934859,+,ac4C_site_270,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr10,32920290,32920291,-,ac4C_site_203,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr1,32828014,32828015,+,ac4C_site_53,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr1,32817268,32817269,-,ac4C_site_52,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr20,32784777,32784778,+,ac4C_site_1203,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr20,32780363,32780364,+,ac4C_site_1202,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr1,32651923,32651924,+,ac4C_site_50,ac4C,noScore,1,H1,ac4C-seq,14,0,na,na
chr5,32395177,32395178,-,ac4C_site_1481,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr1,32335028,32335029,-,ac4C_site_49,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr20,32310502,32310503,+,ac4C_site_1201,ac4C,noScore,1,H1,ac4C-seq,1,0,na,na
chr1,32204220,32204221,+,ac4C_site_47,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr20,32141554,32141555,+,ac4C_site_1200,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr6,31958419,31958420,-,ac4C_site_1581,ac4C,noScore,1,H1,ac4C-seq,14,0,na,na
chr21,31671637,31671638,-,ac4C_site_1248,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr12,31298216,31298217,-,ac4C_site_400,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr6,31164362,31164363,-,ac4C_site_1576,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr22,30940028,30940029,-,ac4C_site_1284,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr8,30799695,30799696,-,ac4C_site_1716,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr14,30597481,30597482,+,ac4C_site_536,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr22,30579345,30579346,-,ac4C_site_1283,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr6,30555679,30555680,-,ac4C_site_1571,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr6,30555565,30555566,-,ac4C_site_1570,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr16,30526393,30526394,-,ac4C_site_686,ac4C,noScore,1,H1,ac4C-seq,3,0,na,na
chr22,30428702,30428703,+,ac4C_site_1282,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
chr22,30425869,30425870,+,ac4C_site_1281,ac4C,noScore,1,H1,ac4C-seq,9,0,na,na
chr8,30385042,30385043,+,ac4C_site_1715,ac4C,noScore,1,H1,ac4C-seq,5,0,na,na
chr8,30384977,30384978,+,ac4C_site_1714,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr16,30353451,30353452,-,ac4C_site_685,ac4C,noScore,1,H1,ac4C-seq,2,0,na,na
chr17,30291327,30291328,-,ac4C_site_785,ac4C,noScore,1,H1,ac4C-seq,7,0,na,na
chr17,30185619,30185620,+,ac4C_site_784,ac4C,noScore,1,H1,ac4C-seq,4,0,na,na
chr6,30064675,30064676,+,ac4C_site_1569,ac4C,noScore,1,H1,ac4C-seq,6,0,na,na
